1,0,33,28,42
1,1,33,28,41
1,2,31,28,37
1,3,31,28,37
1,4,31,28,38
1,5,32,27,39
1,6,35,29,47
1,7,38,31,53
1,8,39,31,54
1,9,41,33,58
1,10,43,35,64
1,11,45,36,67
1,12,45,36,66
1,13,46,36,70
1,14,49,38,73
1,15,49,38,76
1,16,52,40,81
1,17,53,41,77
1,18,46,37,67
1,19,44,35,63
1,20,43,35,61
1,21,40,33,56
1,22,38,31,51
1,23,35,29,45
2,0,33,28,43
2,1,32,28,40
2,2,31,28,37
2,3,31,28,35
2,4,31,28,35
2,5,33,28,38
2,6,35,29,47
2,7,38,31,54
2,8,39,32,56
2,9,41,33,58
2,10,44,35,65
2,11,45,36,65
2,12,45,36,67
2,13,46,37,70
2,14,49,38,75
2,15,50,39,74
2,16,51,40,81
2,17,54,42,78
2,18,46,37,67
2,19,45,36,65
2,20,44,35,62
2,21,41,33,57
2,22,38,31,51
2,23,35,30,46
3,0,34,29,43
3,1,32,28,40
3,2,32,28,38
3,3,31,28,37
3,4,31,28,35
3,5,32,28,39
3,6,36,29,49
3,7,38,31,55
3,8,39,32,56
3,9,41,33,60
3,10,45,36,66
3,11,46,36,68
3,12,46,36,67
3,13,48,37,72
3,14,50,39,77
3,15,51,40,80
3,16,53,41,85
3,17,54,43,80
3,18,46,37,68
3,19,45,36,65
3,20,44,35,62
3,21,41,34,58
3,22,38,31,51
3,23,35,30,47
4,0,34,29,43
4,1,33,29,41
4,2,32,28,38
4,3,31,28,36
4,4,31,27,36
4,5,32,28,39
4,6,35,29,47
4,7,38,31,53
4,8,39,32,54
4,9,41,33,58
4,10,43,34,62
4,11,44,35,64
4,12,44,36,65
4,13,46,36,69
4,14,48,38,73
4,15,49,39,76
4,16,50,39,77
4,17,51,40,75
4,18,46,37,68
4,19,46,37,68
4,20,45,36,66
4,21,42,34,58
4,22,39,32,53
4,23,36,30,46
5,0,34,29,44
5,1,33,28,41
5,2,32,29,38
5,3,31,28,37
5,4,31,28,36
5,5,33,28,39
5,6,35,29,48
5,7,38,31,55
5,8,40,32,58
5,9,42,33,60
5,10,44,35,65
5,11,46,36,67
5,12,41,33,58
5,13,47,37,71
5,14,52,40,79
5,15,51,40,78
5,16,54,42,87
5,17,56,44,83
5,18,48,38,72
5,19,46,37,69
5,20,45,36,66
5,21,44,35,62
5,22,40,33,55
5,23,36,30,48
6,0,34,29,44
6,1,33,28,41
6,2,32,28,39
6,3,31,28,38
6,4,31,27,38
6,5,32,28,40
6,6,34,28,45
6,7,36,29,48
6,8,38,31,54
6,9,41,33,58
6,10,43,34,64
6,11,44,35,65
6,12,45,36,69
6,13,48,38,75
6,14,51,40,80
6,15,50,39,76
6,16,50,39,76
6,17,49,39,71
6,18,47,37,69
6,19,49,39,73
6,20,49,39,73
6,21,48,39,69
6,22,45,37,63
6,23,39,33,53
7,0,35,30,47
7,1,34,29,43
7,2,32,28,40
7,3,31,28,38
7,4,31,28,37
7,5,33,28,42
7,6,33,28,44
7,7,35,29,47
7,8,37,31,51
7,9,39,32,56
7,10,43,34,63
7,11,44,35,65
7,12,46,37,69
7,13,48,38,72
7,14,49,38,75
7,15,49,39,72
7,16,48,38,70
7,17,47,38,67
7,18,46,37,66
7,19,47,37,68
7,20,45,36,65
7,21,43,35,60
7,22,38,31,52
7,23,35,29,47
