1,0,32,27,41
1,1,31,26,38
1,2,30,27,35
1,3,30,27,37
1,4,29,25,35
1,5,31,26,38
1,6,35,29,47
1,7,37,31,51
1,8,37,31,51
1,9,38,32,54
1,10,41,33,59
1,11,43,34,62
1,12,43,34,65
1,13,44,35,66
1,14,47,37,73
1,15,51,40,78
1,16,54,42,83
1,17,54,43,80
1,18,45,37,67
1,19,44,36,61
1,20,41,34,56
1,21,38,32,52
1,22,36,30,49
1,23,33,28,43
2,0,32,27,41
2,1,31,27,38
2,2,30,27,36
2,3,30,26,35
2,4,30,26,35
2,5,31,27,37
2,6,35,29,49
2,7,37,31,51
2,8,38,31,53
2,9,38,32,54
2,10,42,34,59
2,11,42,34,61
2,12,42,34,61
2,13,45,35,67
2,14,50,39,75
2,15,52,40,78
2,16,52,40,84
2,17,55,43,84
2,18,47,38,70
2,19,45,37,63
2,20,42,34,59
2,21,39,33,53
2,22,36,30,49
2,23,33,28,44
3,0,32,27,42
3,1,31,27,38
3,2,30,27,36
3,3,30,27,37
3,4,30,26,36
3,5,31,26,37
3,6,36,29,50
3,7,37,31,53
3,8,38,31,53
3,9,40,32,56
3,10,43,34,64
3,11,44,36,67
3,12,44,36,66
3,13,48,37,72
3,14,53,42,85
3,15,55,42,85
3,16,54,42,88
3,17,55,44,80
3,18,47,38,71
3,19,45,36,64
3,20,42,34,58
3,21,40,33,56
3,22,36,30,49
3,23,33,28,44
4,0,32,27,42
4,1,32,27,40
4,2,30,27,37
4,3,30,27,35
4,4,29,26,37
4,5,31,27,38
4,6,35,28,47
4,7,37,30,51
4,8,37,31,51
4,9,39,32,54
4,10,40,33,57
4,11,42,34,59
4,12,43,34,62
4,13,44,35,66
4,14,49,39,76
4,15,49,39,77
4,16,51,40,79
4,17,53,41,77
4,18,45,37,66
4,19,45,36,65
4,20,43,35,63
4,21,41,34,57
4,22,37,31,51
4,23,34,28,44
5,0,32,27,43
5,1,31,26,38
5,2,30,27,37
5,3,30,27,35
5,4,30,26,36
5,5,30,26,38
5,6,35,28,48
5,7,37,31,52
5,8,38,31,54
5,9,40,32,57
5,10,43,35,62
5,11,44,36,64
5,12,38,31,55
5,13,45,35,68
5,14,55,43,91
5,15,55,42,89
5,16,57,44,95
5,17,58,45,88
5,18,52,41,79
5,19,49,39,74
5,20,45,37,67
5,21,45,36,64
5,22,40,33,54
5,23,35,29,47
6,0,32,28,43
6,1,31,27,39
6,2,30,27,38
6,3,30,26,37
6,4,30,26,37
6,5,31,26,39
6,6,32,27,43
6,7,34,29,45
6,8,36,30,49
6,9,38,31,52
6,10,40,33,59
6,11,43,35,63
6,12,44,35,67
6,13,50,39,80
6,14,54,42,82
6,15,51,40,76
6,16,47,37,70
6,17,46,37,67
6,18,44,36,63
6,19,47,38,70
6,20,50,40,73
6,21,50,40,72
6,22,45,37,65
6,23,38,32,52
7,0,33,28,45
7,1,32,27,40
7,2,31,27,38
7,3,30,26,36
7,4,30,26,36
7,5,32,27,40
7,6,33,27,43
7,7,34,29,47
7,8,39,32,54
7,9,41,33,59
7,10,45,36,68
7,11,48,38,74
7,12,51,39,78
7,13,53,41,81
7,14,51,40,75
7,15,45,37,65
7,16,45,37,66
7,17,45,37,65
7,18,44,36,61
7,19,45,37,63
7,20,44,36,61
7,21,41,34,57
7,22,37,30,49
7,23,33,28,44
