1,0,31,27,40
1,1,31,27,37
1,2,30,28,35
1,3,30,28,34
1,4,29,26,34
1,5,31,27,37
1,6,37,30,50
1,7,38,32,51
1,8,37,31,50
1,9,38,31,52
1,10,41,33,59
1,11,43,35,61
1,12,42,34,60
1,13,42,34,60
1,14,45,36,67
1,15,47,37,68
1,16,50,38,78
1,17,54,42,82
1,18,49,39,72
1,19,42,35,61
1,20,39,32,54
1,21,37,31,49
1,22,35,29,47
1,23,33,28,43
2,0,31,27,39
2,1,30,27,37
2,2,30,27,35
2,3,30,27,34
2,4,30,27,35
2,5,31,27,36
2,6,37,30,50
2,7,37,31,51
2,8,37,31,52
2,9,38,31,52
2,10,40,33,56
2,11,41,34,58
2,12,42,34,58
2,13,43,34,61
2,14,46,37,68
2,15,47,37,69
2,16,50,39,78
2,17,54,42,84
2,18,49,40,72
2,19,45,36,64
2,20,40,33,56
2,21,38,32,51
2,22,35,30,47
2,23,33,28,43
3,0,31,27,39
3,1,31,28,37
3,2,31,28,35
3,3,30,27,34
3,4,30,27,35
3,5,31,27,37
3,6,37,30,51
3,7,38,31,51
3,8,38,32,54
3,9,39,32,54
3,10,41,34,60
3,11,43,34,61
3,12,41,34,60
3,13,44,36,64
3,14,48,39,75
3,15,51,40,76
3,16,53,42,83
3,17,56,44,88
3,18,51,41,75
3,19,45,37,64
3,20,40,34,55
3,21,39,33,54
3,22,36,30,47
3,23,33,28,42
4,0,31,27,40
4,1,31,27,40
4,2,30,27,35
4,3,30,28,35
4,4,30,27,35
4,5,31,27,36
4,6,37,31,50
4,7,38,32,53
4,8,38,32,52
4,9,40,33,55
4,10,42,34,60
4,11,43,35,63
4,12,44,35,64
4,13,45,36,66
4,14,49,38,75
4,15,49,39,76
4,16,51,40,81
4,17,56,43,85
4,18,49,39,72
4,19,45,37,63
4,20,41,34,57
4,21,39,33,53
4,22,36,31,49
4,23,33,28,43
5,0,31,27,39
5,1,31,27,38
5,2,30,28,36
5,3,30,27,35
5,4,30,27,35
5,5,31,27,36
5,6,36,29,50
5,7,37,31,51
5,8,38,32,53
5,9,38,32,54
5,10,42,34,60
5,11,45,35,64
5,12,38,31,53
5,13,44,36,63
5,14,51,40,79
5,15,52,41,82
5,16,54,42,86
5,17,58,45,91
5,18,54,42,80
5,19,50,40,73
5,20,45,37,66
5,21,44,36,63
5,22,41,33,56
5,23,35,29,46
6,0,32,28,41
6,1,32,27,40
6,2,31,27,39
6,3,30,27,37
6,4,31,27,38
6,5,31,27,40
6,6,33,28,42
6,7,34,29,46
6,8,37,31,50
6,9,39,32,53
6,10,41,34,59
6,11,44,37,64
6,12,46,37,71
6,13,51,39,78
6,14,53,41,82
6,15,51,41,76
6,16,49,39,72
6,17,49,39,73
6,18,48,39,70
6,19,50,40,72
6,20,53,43,79
6,21,53,42,77
6,22,48,39,68
6,23,40,33,55
7,0,33,28,44
7,1,32,27,40
7,2,31,27,38
7,3,31,28,38
7,4,30,27,37
7,5,32,28,37
7,6,32,28,42
7,7,36,30,47
7,8,39,32,55
7,9,42,34,59
7,10,46,37,69
7,11,50,39,76
7,12,53,41,82
7,13,56,43,85
7,14,54,42,79
7,15,47,39,68
7,16,46,38,67
7,17,48,39,68
7,18,46,38,67
7,19,46,38,65
7,20,44,37,62
7,21,42,35,58
7,22,37,31,49
7,23,33,28,42
